Date|Time|Description
2026-02-18|11:40:10|🚨WHITE HOUSE: MANY ARGUMENTS ONE COULD MAKE FOR STRIKE ON IRAN  WHITE HOUSE: IRAN WOULD BE WISE TO MAKE DEAL
2026-02-18|11:46:12|TRUMP: PRIME MINISTER STARMER SHOULD NOT LOSE CONTROL  FOR ANY REASON  OF DIEGO GARCIA  BY ENTERING A TENUOUS  AT BEST  100 YEAR LEASE  TRUMP: SHOULD IRAN DECIDE NOT TO MAKE A DEAL  IT MAY BE NECESSARY FOR THE UNITED STATES TO USE DIEGO GARCIA
2026-02-18|11:46:13|WHITE HOUSE: WAS A LITTLE BIT OF PROGRESS MADE ON IRAN
2026-02-18|11:47:09|WHITE HOUSE: IRANIANS EXPECTED TO COME BACK WITH MORE DETAIL IN NEXT COUPLE OF WEEKS
2026-02-18|11:48:09|**KALSHI BETS SIGNAL 33-DAY DHS SHUTDOWN**  Prediction markets now see a **~33-day DHS shutdown  up 24% today**  as Congress stalls on an immigration oversight deal.  *** Partial shutdown:** TSA and Coast Guard hit hardest; now entering day 10. *** Trend:** Forecast jumped from ~15 days last week  signaling traders expect a month‑plus standoff. https://kalshi.com/markets/kxgovtshutlength/how-long-will-the-next-government-shutdown-last/kxgovtshutlength-26feb07?utm_source=walterbloomberg
2026-02-18|11:48:10|↧
2026-02-18|11:48:11|WHITE HOUSE: TRUMP HAS HAD NO DIRECT TALKS WITH DEMOCRATIC LAWMAKERS ON SHUTDOWN
2026-02-18|11:49:09|WHITE HOUSE: LAST NIGHT DEMOCRATS SENT OVER UNSERIOUS PROPOSAL
2026-02-18|11:49:10|**TRUMP WARNS U.K.: DO NOT GIVE AWAY DIEGO GARCIA**  Donald Trump urged Prime Minister Keir Starmer not to enter a 100-year lease over Diego Garcia  calling it a “big mistake” that would weaken British control of the strategic Indian Ocean island.  Trump questioned the legitimacy of those claiming rights to the territory and warned that losing control could harm U.K. security. He said the U.S. may need access to Diego Garcia—and the airfield at Fairford—if tensions with Iran escalate.  While affirming strong U.S.-U.K. ties  Trump argued Britain must remain firm and avoid what he called a “tenuous” deal.  “DO NOT GIVE AWAY DIEGO GARCIA ” he said.
2026-02-18|12:07:09|FED MINUTES: ALMOST ALL PARTICIPANTS SUPPORTED JANUARY RATE PAUSE
2026-02-18|12:08:09|*FED: SEVERAL SAW MORE VUTS IF INFLATION DECLINES AS EXPECTED   *FED: MOST CAUTIONED DISINFLATION COULD BE SLOWER THAN EXPECTED   *FED: OUTLOOK FOR ACTIVITY WAS STRONGER THAN IN DECEMBER
2026-02-18|12:59:09|NEW NOTAM ISSUED BY IRAN SHOWS PLANNED ROCKET LAUNCHES WITHIN AREAS ACROSS SOUTHERN IRAN ON THURSDAY FROM 3:30 GMT TO 1330 GMT - FAA
2026-02-18|13:18:09|U.S. IS WITHDRAWING ALL FORCES FROM SYRIA  OFFICIALS SAY: WSJ
2026-02-18|14:29:11|"RECENT FEDERAL RESERVE PAPER SHOWCASES KALSHI TO BE ""VALUABLE TO BOTH RESEARCHERS AND POLICMAKERS"
2026-02-18|14:52:10|"RECENT FEDERAL RESERVE PAPER FINDS KALSHI TO BE ""VALUABLE TO BOTH RESEARCHERS AND POLICYMAKERS"""
2026-02-18|15:03:11|*IMF WARNS OF `ADVERSE SPILLOVERS' FROM CHINA EXPORT RELIANCE
2026-02-18|15:05:10|"The Fed's latest research paper: Kalshi  ""Our results suggest that Kalshi markets provide a high-frequency  continuously updated  distributionally rich benchmark that is valuable to both researchers and policymakers"""
2026-02-18|17:08:09|TRUMP CLAIMS 78% DROP IN U.S. TRADE DEFICIT  Donald Trump says U.S. tariffs have cut the trade deficit by 78% and predicts it will turn into a surplus this year for the first time in decades.
2026-02-18|17:13:10|TRUMP TO DELIVER REMARKS ON THE ECONOMY AT 4PM ET THURSDAY
2026-02-18|17:13:11|TRUMP: US TRADE GAP WILL BE POSITIVE THIS YEAR
2026-02-19|05:28:10|Trump: ‘I only want Americans to Vote in American Elections’
2026-02-19|06:10:12|🇺🇸PR**ESIDENT’S THURSDAY SCHEDULE:   **•  7:40 AM – Travel pool call time  Joint Base Andrews •  9:00 AM – Board of Peace event  United States Institute of Peace  •  1:50 PM – Visits local business  Rome  GA •  2:30 PM – Podcast interview (closed press) •  3:30 PM – Factory tour  Coosa Steel Corporation •  4:00 PM – Delivers remarks on the economy  Coosa Steel Corporation  •  Evening – Returns to Washington •  6:00 PM – In-town pool call time
2026-02-19|06:15:13|RUSSIA IS READY TO ACCEPT ENRICHED URANIUM FROM IRAN IF AGREEMENTS ARE IN PLACE - IFX CITES ROSATOM
2026-02-19|06:24:13|$AMZN** - AMAZON OVERTAKES WALMART AS WORLD’S TOP REVENUE COMPANY**  Amazon has surpassed Walmart to become the world’s largest company by revenue.  Amazon reported $716.9 billion in 2025 net sales  edging past Walmart’s $713.5 billion for the year ended Jan. 31. Amazon’s revenue rose 12% year over year  compared with Walmart’s 4.7% growth.  Walmart had held the top spot since 2014.
2026-02-19|06:26:13|🔸 U.S. JOBLESS CLAIMS DUE 8:30 A.M. ET 🔸 U.S. DECEMBER TRADE GAP DUE 8:30 A.M. ET
2026-02-19|06:27:12|Walmart CFO: 'We've Worked Hard to Mitigate Grocery Inflation  as Tariff Related Costs Lifted Prices Across Many Categories'
2026-02-19|06:30:12|U.S. DEC TRADE DEFICIT $70.3 BLN (CONSENSUS $55.5 BLN)
2026-02-19|06:31:13|US JOBLESS CLAIMS -23K TO 206K IN FEB-14 WK; SURVEY 223K  US FEB-7 WEEK CONTINUING CLAIMS +17K TO 1 869 000  US FEB-7 WEEK JOBLESS CLAIMS REVISED TO 229K
2026-02-19|06:33:12|US DEC. GOODS EXPORTS TO CANADA AT LOWEST SINCE JAN. 2022
2026-02-19|06:35:12|US 2025 GOODS-TRADE GAP WITH CHINA AT $202.1B VS $295.5B IN '24
2026-02-19|06:40:13|$NVDA** - RBC SEES SOLID QUARTER AHEAD FOR NVIDIA  REITERATES $240 TARGET**  RBC Capital Markets reiterated an Outperform rating and $240 price target on NVIDIA  forecasting a strong quarterly report.  Analyst Srini Pajjuri expects a 3–4% beat and raise  with potential upside to Nvidia’s previously cited $500B+ 2025/26 backlog. Gross margins are seen as resilient despite rising memory prices  as 2026 HBM pricing is believed to be locked in.  Upcoming catalysts include Blackwell-related launches and GTC  while supply-chain checks suggest robust growth for Rubin extending into 2027. China (H200) is not included in estimates  and shares trade at a double-digit discount to peers and the “Mag 7 ” RBC said.
2026-02-19|06:47:12|**US TRADE DEFICIT WIDENS  CAPPING ONE OF BIGGEST SINCE 1960**  The U.S. trade deficit widened to $70.3 billion in December  pushing the full-year gap to $901.5 billion — among the largest since 1960  Commerce Department data showed.  Imports rose 3.6% in December  while exports fell 1.7%. Economists had expected a $55.5 billion deficit. The goods shortfall  adjusted for inflation  expanded to $97.1 billion  the widest since July.  Trade flows were volatile throughout 2025 as importers responded to shifting tariff announcements from Donald Trump. Gold and pharmaceutical imports were especially uneven  while December’s import gains were driven by computer accessories and motor vehicles. Export declines largely reflected reduced gold shipments.  The data feed into fourth-quarter GDP estimates  with the Federal Reserve Bank of Atlanta projecting net exports will add 0.6 percentage point to growth  currently forecast at 3.6%.
2026-02-19|06:47:13|WTI CRUDE OIL FUTURES  HIT HIGHEST SINCE AUGUST ON FEARS OF POTENTIAL US-IRAN CONFLICT AT SESSION HIGH OF $66.70/BBL
2026-02-19|06:48:12|CME GROUP TO LAUNCH 24/7 CRYPTOCURRENCY FUTURES AND OPTIONS TRADING ON MAY 29
2026-02-19|06:48:13|**CME TO LAUNCH 24/7 CRYPTO TRADING MAY 29**  CME Group will begin 24/7 trading of its regulated cryptocurrency futures and options on May 29  pending regulatory approval.  Trading will run continuously on CME Globex  with a brief weekly maintenance window. The move comes amid record demand for digital asset risk management  the company said.  CME reported $3 trillion in 2025 crypto notional volume. Year-to-date 2026 average daily volume is up 46% to 407 200 contracts  with futures ADV rising 47% year over year.
2026-02-19|06:55:12|UK BLOCKING TRUMP FROM USING BASES FOR STRIKES ON IRAN: TIMES
2026-02-19|06:57:12|UK HAS NOT YET GIVEN PERMISSION ON US USING RAF BASES: TIMES
2026-02-19|07:02:12|TRUMP TO HOST G20 SUMMIT IN MIAMI DECEMBER 14-15 -TREASURY DEPT STATEMENT
2026-02-19|07:15:13|"FED'S KASHKARI: THE LABOR MARKET HAS REMAINED PRETTY RESILIENT  IT IS SOFTER BUT STILL ""DECENT TO PRETTY GOOD"""
2026-02-19|07:16:12|KASHKARI: FED IS CLOSE ON BOTH MANDATES AND RATES ARE PRETTY CLOSE TO NEUTRAL
2026-02-19|07:18:12|TRADEWEB AND KALSHI ANNOUNCE STRATEGIC PARTNERSHIP TO EXPAND INSTITUTIONAL ACCESS TO PREDICTION MARKETS
2026-02-19|07:21:12|**TRADEWEB PARTNERS WITH KALSHI TO BOOST PREDICTION MARKETS**  Tradeweb Markets is teaming up with Kalshi to give institutional investors greater access to prediction markets  including a minority investment in Kalshi. The partnership will integrate Kalshi’s real-time event data into Tradeweb’s platform  serving 3 000+ clients and $2.6 trillion in daily trading.  The collaboration will combine event probabilities with Tradeweb pricing data  creating institutional-grade analytics and a portal for macroeconomic  Fed  and political event contracts.
2026-02-19|07:23:12|"KASHKARI: HASSETT'S COMMENTS ABOUT FED STAFF RESEARCH WERE ""JUST ANOTHER STEP"" TO TRY TO COMPROMISE THE FED'S INDEPENDENCE"
2026-02-19|07:24:13|🚨 IRAN TO FACE RESPONSE IT CAN'T IMAGINE IF IT ATTACKS ISRAEL: PM
2026-02-19|07:25:13|KASHKARI: OPTIMISTIC ABOUT AI  ALMOST ALL BUSINESSES ARE FINDING BENEFITS FROM USING IT
2026-02-19|07:26:12|"KASHKARI: CRYPTO IS ""UTTERLY USELESS"""
2026-02-19|07:26:13|KASHKARI: AI COULD BE A BOOST TO PRODUCITIVITY IN THE NEXT 5 TO 10 YEARS
2026-02-19|07:40:12|TRUMP TO WORLD LEADERS: 'YOU CANT PLAY CUTE WITH ME'
2026-02-19|07:43:12|DXY DOLLAR INDEX RISES TO 4-WEEK HIGH OF 98.074
2026-02-19|07:48:12|KASHKARI: NOT SURE THE FED COULD SHRINK THE BALANCE SHEET WITHOUT FUNDAMENTAL CHANGES
2026-02-19|07:48:13|TRUMP: NOT EVERYONE IN EUROPE LOVES MY ORBAN ENDORSEMENT
2026-02-19|07:50:12|NY GOVERNOR HOCHUL HAS PULLED A PROPOSAL THAT WOULD HAVE ALLOWED COMMERCIAL ROBOTAXI SERVICES OUTSIDE NEW YORK CITY
2026-02-19|07:55:12|**STEVE COHEN TOPS HEDGE FUNDS WITH $3.4B PAYDAY**  Steve Cohen  owner of the New York Mets and founder of Point72 Asset Management  earned $3.4 billion in 2025  topping Bloomberg’s list of highest-paid hedge fund managers for the first time.  Point72 manages $45.7 billion  with 3 000 staff and 190+ trading pods. Its growth includes new macro  quant  and private credit units. Cohen outpaced rivals like Ken Griffin ($2.4B) and David Tepper ($3.2B) as markets surged  pushing total earnings for the top 20 managers to a record $28.3 billion.
2026-02-19|07:58:13|🚨 U**.S.-IRAN TENSIONS SOAR ** Prediction markets spike as reports of a possible U.S. strike on Iran push Khamenei exit odds to 54%; extra U.S. forces and missile defenses deployed. https://kalshi.com/markets/kxkhameneiout/ali-khamenei-out/kxkhameneiout-akha?utm_source=walterbloomberg
2026-02-19|07:58:14|↧ ↧
2026-02-19|08:00:15|**BITCOIN SLIPS  MORE DOWNSIDE LIKELY**  Bitcoin fell 2% to just under $66 000  with analyst Nic Puckrin warning it could drop to $55 000. Spot trading is at its lowest since 2023  and a deeper sell-off may continue unless rates fall  the dollar weakens  or major ETF inflows arrive.
2026-02-19|08:01:15|*US JAN. PENDING HOME SALES FALL 0.8% M/M; EST. 1.3%
2026-02-19|08:01:16|*TRUMP: WILL GO TO CHINA IN APRIL
2026-02-19|08:01:17|*US JAN. LEADING INDICATOR FALLS 0.2% M/M; EST. +0.0%
2026-02-19|08:02:12|TRUMP: WE HAVE TO MAKE A MEANINGFUL DEAL WITH IRAN
2026-02-19|08:05:11|TRUMP: WE HAVE PEACE IN THE MIDDLE EAST CURRENTLY
2026-02-19|08:05:12|TRUMP: JUST ORDERED 22 MORE B2 BOMBERS
2026-02-19|08:06:11|🚨 TRUMP: WILL FIND OUT ABOUT IRAN IN ABOUT 10 DAYS
2026-02-19|08:07:12|TRUMP: WE MAY HAVE TO TAKE IT A STEP FURTHER ON IRAN
2026-02-19|08:08:11|TRUMP: WE DO HAVE SOME WORK TO DO WITH IRAN
2026-02-19|08:09:12|TRUMP: THEY CAN'T HAVE A NUCLEAR WEAPON
2026-02-19|08:15:11|TRUMP: I DON'T CARE ABOUT THE NOBEL PRIZE
2026-02-19|08:17:11|**U.S. PENDING HOME SALES DROP AS BUYERS HOLD BACK**  Pending home sales in the U.S. fell 0.8% in January  extending December’s 7.4% decline  defying economists’ forecasts of a 2% rise  according to the National Association of Realtors.  Despite lower mortgage rates and slower price growth  buyers remain cautious. Sales fell most in the South and Northeast  while rising slightly in the Midwest and West. NAR warns tight supply could soon push prices up again  stressing the need for more home construction.
2026-02-19|08:19:12|TRUMP: NOW IS TIME FOR IRAN TO JOIN US ON A PATH TO PEACE
2026-02-19|08:19:13|🚨 TRUMP: IRAN MUST MAKE A DEAL OR BAD THINGS WILL HAPPEN
2026-02-19|08:20:11|*TRUMP: US CONTRIBUTING $10B TO BOARD OF PEACE
2026-02-19|08:57:11|**CHINA’S AI ADVANCES “AMAZINGLY FAST ” SAYS ALTMAN**  OpenAI CEO Sam Altman called China’s AI progress “amazingly fast” and “remarkable ” noting some areas are near the technological frontier while others lag.  China is scaling domestic chipmakers and seeing AI stock rallies  while OpenAI pursues profitability with new revenue streams  including ChatGPT ads  aiming to balance rapid growth with sustainable economics.
2026-02-19|09:02:11|META:  WILL CONTINUE TO BLOCK NEW POLITICAL ADS ON OUR PLATFORMS DURING THE FINAL WEEK OF THE CAMPAIGN FOR  2026 US ELECTIONS
2026-02-19|10:23:11|**MORTGAGE RATES FALL NEAR 3½-YEAR LOW**  Mortgage rates dropped to 6.01% for a 30-year fixed loan—the lowest since September 2022—down from 6.09% last week  according to Freddie Mac. The decline could ease affordability pressures and revive activity in the stagnant housing market.
2026-02-19|10:41:11|$NFLX - NETFLIX HAS AMPLE ROOM TO INCREASE OFFER IN BIDDING WAR FOR WARNER BROS  SOURCES SAY
2026-02-19|10:46:11|**SUPREME COURT TARIFF RULING COULD SHAKE STOCKS**  The U.S. Supreme Court may rule on tariffs this week  and JPMorgan’s trading desk predicts sharply different market outcomes:  **•  64% chance: **Tariffs struck down and immediately replaced → S&P 500 rises 0.1–0.2% after an initial 0.75–1% spike.  **•  26% chance:** Tariffs upheld → S&P 500 drops 0.3–0.5%  bigger yield curve moves.  **•  9% chance:** Tariffs struck down after midterms → S&P 500 +1.25–1.5%  Russell 2000 outperforms.  **•  1% chance:** Tariffs struck down with no replacement → S&P 500 +1.5–2%  Russell 2000 outperforms.  The U.S. collected $124B in tariff duties through January. Even if struck down  new levies could keep effective rates similar to 2025  limiting market gains.
2026-02-19|10:48:12|$NFLX** - NETFLIX MAY RAISE BID IN WARNER BROS BATTLE**  Netflix has the financial firepower to increase its $82.7 billion bid for Warner Bros Discovery if rival Paramount Skydance sweetens its $108.4 billion offer for the entire company  sources say.  Warner Bros  owner of franchises like Harry Potter  Game of Thrones  and DC Comics  is set for a March 20 shareholder vote on Netflix’s offer but has given Paramount a week to submit a stronger bid.
